1,10
2,11
3,12
4,13
5,14
6,15
7,16
8,17
9,18
19,20
21,28
22,29
23,30
24,31
25,32
26,33
27,34
35,39
36,40
37,41
38,42
48,43
49,44
50,45
51,46
52,47
56,54
57,59
60,62
